feature,tournament_f_score,max_pairwise_smd,z_f_score,z_max_pairwise_smd,dependency_score
Agr_id_ReqListen,30.564724787104065,0.6241445038148945,-0.14939283762540922,0.25871490356313187,0.10932206593772265
Sus_recepient_id_difficult,63.09336174604348,0.5571865179957852,0.004082402407798125,0.07223670143091647,0.0763191038387146
Dis_id_ReqListen,22.114638697151147,0.6183434512272836,-0.1892616766608053,0.24255895377195125,0.05329727711114596
Sus_recepient_id_Pers,62.97003295910063,0.5425519049817794,0.003500517737900931,0.031479257933061416,0.034979775670962346
day1_vote_id_Req(T),85.18963742799777,0.4975515264772138,0.108336116401673,-0.09384693842939987,0.014489177972273129
Agr_id_Fact,28.835560031214108,0.5925298723342729,-0.15755130969118208,0.17066805496906404,0.013116745277881953
Dis_id_Sus,2.021086178081799,0.6373234796396591,-0.28406622687533645,0.29541839288829386,0.01135216601295741
difficult,70.47270684024834,0.4928397159979378,0.03889931653335969,-0.1069693455062322,-0.06807002897287251
Agr_id_Mt,26.627199580827494,0.5526784748072712,-0.16797070262888045,0.059681786902878724,-0.10828891572600172
Fact_recepient_id_difficult,18.09296379997331,0.5616283320005493,-0.20823657317918734,0.08460716747288795,-0.12362940570629939
ReqListen,67.01857816093649,0.4747348366250157,0.022602192592010992,-0.15739149178171968,-0.1347892991897087
Vote_recepient_id_difficult,10.309701166999318,0.5685654521751574,-0.24495923396405303,0.10392706908448711,-0.14103216487956594
Est_id_ReqListen,30.54472891056386,0.5337837596573344,-0.14948718132494868,0.007059945492067049,-0.14242723583288164
Est_id_Vote,0.1429540548071387,0.5837499322438119,-0.2929275504775983,0.14621589406743687,-0.1467116564101614
Dis_id_difficult,15.135933109027823,0.5388513109867406,-0.22218831040233894,0.02117309196085896,-0.20101521844148
Est_id_Fact,32.35278300119681,0.5096419914715763,-0.14095649693435497,-0.06017495520723194,-0.2011314521415869
Est_id_Sus,68.47666306921934,0.44728979796273444,0.029481667178357287,-0.23382601119838264,-0.20434434402002535
Fact_recepient_id_Sus,34.747110666372635,0.5006761655643677,-0.12965968134399186,-0.085144808696008,-0.21480449003999985
Dis_id_Mt,5.36424442346093,0.5487867488398116,-0.26829267894505493,0.04884331778339691,-0.21944936116165803
Vote_recepient_id_Req(V),36.289459865971814,0.490936395607799,-0.12238263453990016,-0.11227009880836299,-0.23465273334826314
Dis_id_Req(T),5.727596176426181,0.5306688675473831,-0.26657832806176335,-0.0016150388790095644,-0.2681933669407729
Dis_id_Wait,14.123519136319505,0.5126802154133991,-0.22696503921733718,-0.05171349192670888,-0.27867853114404606
Req(T),55.89104513398793,0.4388121888053309,-0.029899263415632753,-0.25743617949590397,-0.28733544291153673
day1_vote_id_Wait,58.71057885446696,0.43017868916005714,-0.016596258587042167,-0.2814805032948481,-0.29807676188189025
Agr_id_difficult,21.57478241301658,0.492770886769999,-0.19180880376285925,-0.10716103512358205,-0.2989698388864413
Fact_recepient_id_contradiction,11.381824960030649,0.49934757520468226,-0.2399007847985224,-0.0888449370468465,-0.3287457218453689
Est_id_Req(T),58.214970417567535,0.4107388253502208,-0.018934617366465855,-0.3356205854464652,-0.35455520281293107
Sus_recepient_id_ReqListen,38.50200223903076,0.44165638126332324,-0.11194351063140376,-0.24951509451110068,-0.36145860514250444
Fact_recepient_id_Req(V),0.03931416882311893,0.5037144126970149,-0.29341653980716936,-0.07668328082896576,-0.3700998206361351
Est_id_Wait,30.880703329332896,0.4469704941081541,-0.14790200102272197,-0.23471527344257392,-0.3826172744652959
Agr_id_Wait,19.888892249689132,0.4652943228758746,-0.19976309947506232,-0.1836833524105661,-0.3834464518856284
Dis_id_Pers,1.8525567193419823,0.4890378249043879,-0.2848613754444391,-0.11755762421794536,-0.4024189996623845
Est_id_Mt,41.412782697218994,0.4156877485875509,-0.09820998930161932,-0.32183781858903865,-0.420047807890658
Dis_id_Vote,39.816870117020436,0.41729304414143564,-0.10573975658412692,-0.31736706539780646,-0.4231068219819334
day1_vote_id_Fact,49.75088872464829,0.3947472765394435,-0.05886948986423471,-0.3801570994270315,-0.43902658929126626
Sus_recepient_id_Fact,39.0396980332697,0.4074222612075889,-0.10940657706145936,-0.3448572270659578,-0.4542638041274171
Est_id_Req(V),0.8342710040116613,0.4539025092130213,-0.2896658080672994,-0.21540958946633826,-0.5050753975336377
Est_id_difficult,27.27966187260738,0.3966430346680079,-0.16489228262099828,-0.37487740704728667,-0.539769689668285
Wait,39.914528130551936,0.3731524876207018,-0.10527899067232949,-0.44029865481776104,-0.5455776454900905
Req(V),38.26005515286881,0.37410856173523394,-0.11308505514711503,-0.4376359853870414,-0.5507210405341565
Fact,37.41177750346709,0.3605522250778464,-0.11708736289892986,-0.4753904258237371,-0.592477788722667
Vote_recepient_id_Req(T),3.375126890192604,0.41228903767737995,-0.2776776492178017,-0.3313032392157587,-0.6089808884335604
Vote_recepient_id_Wait,1.5400500127881085,0.41320197535370423,-0.2863358313787866,-0.3287607049017841,-0.6150965362805707
Sus_recepient_id_Wait,32.3485146589084,0.35763775504364237,-0.14097663564653293,-0.48350723408040774,-0.6244838697269407
Agr_id_contradiction,14.037081846032086,0.3872995245315678,-0.22737286398698328,-0.40089911230817316,-0.6282719762951564
Est_id_confused,23.025394076805238,0.37002491872482557,-0.18496458912281874,-0.4490089440777046,-0.6339735332005233
day1_vote_id_Req(V),27.024608929271697,0.3626477491406144,-0.16609566263809006,-0.46955438468585914,-0.6356500473239493
Sus_recepient_id_confused,29.88406161565297,0.3546570989544383,-0.1526043138318081,-0.4918083707094397,-0.6444126845412479
Fact_recepient_id_Req(T),28.57039489060401,0.35660888777780886,-0.15880240065004841,-0.48637263266757025,-0.6451750333176187
day1_vote_id_confused,36.895267838698295,0.33935928988570363,-0.1195243369682684,-0.5344128173157981,-0.6539371542840665
Dis_id_confused,5.148402635304549,0.3870939323351923,-0.26931105454709175,-0.40147168722486926,-0.670782741771961
Fact_recepient_id_IF,6.80086513994911,0.3780923667878034,-0.26151447580122145,-0.42654107572450534,-0.6880555515257267
Est_id_contradiction,18.945799637006427,0.35409879806430383,-0.20421275917914794,-0.49336324045301827,-0.6975759996321662
Vote_recepient_id_Req(CO),6.528023334443537,0.34612422654015396,-0.26280178647593305,-0.515572447352038,-0.7783742338279711
Vote_recepient_id_Sus,13.890779563597217,0.32245942763523217,-0.2280631412323053,-0.5814789870967089,-0.8095421283290142
Agr_id_confused,9.393101349887218,0.3216013991761649,-0.24928389647983096,-0.5838685990670778,-0.8331524955469087
Fact_recepient_id_Fact,4.546795242550538,0.320651360880397,-0.2721495331198406,-0.5865144587234625,-0.8586639918433031
confused,22.083942027839207,0.2775996612565661,-0.189406508388517,-0.7064135782441242,-0.8958200866326412
day1_vote_id_Req(CO),21.960344752274732,0.27162267483149655,-0.1899896598300807,-0.72305950432868,-0.9130491641587608
Fact_recepient_id_Req(CO),4.254227289707481,0.29572598731062394,-0.27352991486916783,-0.6559317028938898,-0.9294616177630577
Dis_id_Req(CO),5.656592592592593,0.2851697774797782,-0.2669133341699453,-0.6853307806365291,-0.9522441148064744
Dis_id_Req(V),19.08362869658196,0.25183995509387036,-0.2035624599357887,-0.7781544413228152,-0.9817169012586039
Vote_recepient_id_confused,0.13881208816178156,0.27344273871209457,-0.2929470929295587,-0.7179906206687591,-1.0109377135983177
Agr_id_IF,7.253179760590458,0.2596941475246696,-0.2593803840757954,-0.7562804905792445,-1.01566087465504
Vote_recepient_id_Fact,0.004993436340257062,0.2705567794995827,-0.2935784704365582,-0.7260280261969064,-1.0196064966334646
Sus_recepient_id_Req(CO),11.788066535940523,0.24323930170705343,-0.23798407296540938,-0.8021072881881438,-1.0400913611535532
Req(CO),15.702955439934916,0.22991496347873389,-0.21951300960661224,-0.8392156122666359,-1.0587286218732481
Fact_recepient_id_confused,9.636464399592121,0.23953027260373777,-0.24813567122477892,-0.812436945963557,-1.0605726171883358
Sus_recepient_id_Req(V),3.3751840179623294,0.2422934298912178,-0.2776773796799732,-0.8047415441847484,-1.0824189238647217
Dis_id_Fact,0.2751706731522569,0.24607451444871678,-0.292303731617235,-0.794211211741698,-1.086514943358933
IF,8.4957462382756,0.1717025285149081,-0.25351775943951976,-1.0013374276258833,-1.254855187065403
Est_id_Req(CO),3.3810752688172045,0.17277794057335116,-0.2776495838291913,-0.9983424016441947,-1.275991985473386
Agr_id_Admiration,2.249781144781145,0.16013144385047032,-0.28298720794955506,-1.0335629349876685,-1.3165501429372235
day1_vote_id_contradiction,8.183655051916862,0.14615679647372778,-0.2549902548840451,-1.0724823720998717,-1.3274726269839168
Sus_recepient_id_IF,5.910739692115151,0.14248901478660395,-0.26571422806684597,-1.0826971556908251,-1.348411383757671
Vote_recepient_id_Admiration,1.122764125183785,0.14071950894605842,-0.2883046520165337,-1.087625235049407,-1.3759298870659407
day1_vote_id_Admiration,4.0294587667722,0.11670644337216032,-0.27459040821393804,-1.1545016985679013,-1.4290921067818394
Dis_id_contradiction,0.006298925522776802,0.11552739154540094,-0.2935723109326755,-1.1577853616319125,-1.451357672564588
Admiration,3.0035004916420847,0.10047237143346005,-0.2794310411841547,-1.1997136402262465,-1.4791446814104012
Exe,2.4899215704312554,0.09658729866658688,-0.2818541875431098,-1.210533580161067,-1.4923877677041768
Sus_recepient_id_contradiction,3.9299997368529835,0.09313460540453465,-0.2750596716051336,-1.220149341808392,-1.4952090134135256
day1_vote_id_IF,3.4204972288634328,0.09190900174122062,-0.2774635848035232,-1.2235626518843385,-1.5010262366878617
Vote_recepient_id_IF,0.24300095694879736,0.08264412074401259,-0.29245551341253,-1.2493653747439502,-1.54182088815648
contradiction,1.630909537689414,0.07618439634539548,-0.2859071418086969,-1.2673557276105674,-1.5532628694192643
Sus_recepient_id_Admiration,1.122764125183785,0.07474350927519359,-0.2883046520165337,-1.271368602655117,-1.5596732546716507
Dis_id_IF,0.26879002694084775,0.03099778634975603,-0.2923338365125031,-1.3932005792642688,-1.6855344157767718
Vote_recepient_id_contradiction,2.6613386754231794,0.01718103214889158,-0.28104541460351073,-1.4316802833826179,-1.7127256979861287
Agr_id_Req(CO),0.00669894593795635,0.011247635103817072,-0.29357042357325996,-1.4482048129061196,-1.7417752364793795
Est_id_IF,1.6712078033508524,0.0034499293053266034,-0.28571700823491336,-1.46992144820018,-1.7556384564350933
