dataset_tag,role,feature,mean_day1,mean_day2,std_mean_diff,n_day1,n_day2,abs_std_mean_diff
all_feature_table_2025sp17_with_talks,POSSESSED,day1_vote_id_Pers,1.8653846153846154,0.36538461538461536,-0.7357486163172318,104,104,0.7357486163172318
all_feature_table_2025sp17_with_talks,SEER,calm,1.9150943396226414,0.4528301886792453,-0.724055399616747,106,106,0.724055399616747
all_feature_table_2025sp17_with_talks,SEER,Req(T),1.4433962264150944,0.14150943396226415,-0.7229317192846021,106,106,0.7229317192846021
all_feature_table_2025sp17_with_talks,SEER,Sus_recepient_id_difficult,0.3835616438356164,0.0,-0.7165563740323595,73,14,0.7165563740323595
all_feature_table_2025sp17_with_talks,VILLAGER,day1_vote_id_calm,2.5308056872037916,0.5497630331753555,-0.7136118696213624,211,211,0.7136118696213624
all_feature_table_2025sp17_with_talks,POSSESSED,Vote_recepient_id_Vote,0.20833333333333334,0.0,-0.7102013551889921,24,5,0.7102013551889921
all_feature_table_2025sp17_with_talks,SEER,Agr_id_IF,0.20689655172413793,0.0,-0.7097521581066392,29,5,0.7097521581066392
all_feature_table_2025sp17_with_talks,VILLAGER,Agr_id_Fact,0.4090909090909091,0.058823529411764705,-0.7084473460070527,66,17,0.7084473460070527
all_feature_table_2025sp17_with_talks,SEER,Sus_recepient_id_calm,2.041095890410959,0.5714285714285714,-0.7070409335617801,73,14,0.7070409335617801
all_feature_table_2025sp17_with_talks,SEER,Dis_id_ReqDiscuss,2.6666666666666665,1.125,-0.7045691582237291,27,8,0.7045691582237291
all_feature_table_2025sp17_with_talks,SEER,Mt,3.0283018867924527,0.3584905660377358,-0.6978920850165038,106,106,0.6978920850165038
all_feature_table_2025sp17_with_talks,POSSESSED,Est_id_Wait,0.2702702702702703,0.0,-0.6823029441843049,37,12,0.6823029441843049
all_feature_table_2025sp17_with_talks,VILLAGER,day1_vote_id_Pers,1.900473933649289,0.35545023696682465,-0.6814095354707079,211,211,0.6814095354707079
all_feature_table_2025sp17_with_talks,POSSESSED,day1_vote_id_calm,2.480769230769231,0.7692307692307693,-0.6775676856230151,104,104,0.6775676856230151
all_feature_table_2025sp17_with_talks,SEER,Agr_id_contradiction,0.3448275862068966,0.0,-0.676454809768133,29,5,0.676454809768133
all_feature_table_2025sp17_with_talks,SEER,Agr_id_Mt,6.241379310344827,1.6,-0.6599695509580413,29,5,0.6599695509580413
all_feature_table_2025sp17_with_talks,SEER,Agr_id_ReqDiscuss,6.379310344827586,3.2,-0.6592500076819618,29,5,0.6592500076819618
all_feature_table_2025sp17_with_talks,WEREWOLF,Fact_recepient_id_confused,0.3333333333333333,0.0,-0.6513389472789296,15,7,0.6513389472789296
all_feature_table_2025sp17_with_talks,WEREWOLF,Fact_recepient_id_Pers,1.5333333333333334,0.5714285714285714,-0.6478153383004162,15,7,0.6478153383004162
all_feature_table_2025sp17_with_talks,VILLAGER,Fact_recepient_id_confused,0.22580645161290322,0.0,-0.6421387824985965,31,9,0.6421387824985965
all_feature_table_2025sp17_with_talks,VILLAGER,Fact_recepient_id_Fact,0.22580645161290322,0.0,-0.6421387824985963,31,9,0.6421387824985963
all_feature_table_2025sp17_with_talks,POSSESSED,Dis_id_ReqDiscuss,5.708333333333333,3.0,-0.639105789336566,24,10,0.639105789336566
all_feature_table_2025sp17_with_talks,SEER,Agr_id_ReqListen,0.6896551724137931,0.0,-0.6342703292561563,29,5,0.6342703292561563
all_feature_table_2025sp17_with_talks,WEREWOLF,Vote_recepient_id_Wait,0.3888888888888889,0.058823529411764705,-0.6318549946133517,18,17,0.6318549946133517
all_feature_table_2025sp17_with_talks,SEER,Vote_recepient_id_Mt,3.8214285714285716,1.6,-0.6310284637283538,28,5,0.6310284637283538
all_feature_table_2025sp17_with_talks,POSSESSED,difficult,0.4056603773584906,0.03773584905660377,-0.6309603506057448,106,106,0.6309603506057448
all_feature_table_2025sp17_with_talks,WEREWOLF,day1_vote_id_difficult,0.3018867924528302,0.018867924528301886,-0.6305872240094716,106,106,0.6305872240094716
all_feature_table_2025sp17_with_talks,VILLAGER,Sus,2.0707547169811322,0.8820754716981132,-0.6259143739002473,212,212,0.6259143739002473
all_feature_table_2025sp17_with_talks,WEREWOLF,Vote_recepient_id_Mt,3.3333333333333335,1.2941176470588236,-0.6232351365904036,18,17,0.6232351365904036
all_feature_table_2025sp17_with_talks,VILLAGER,Sus_recepient_id_ReqDiscuss,4.370860927152318,2.389830508474576,-0.6180866879437855,151,59,0.6180866879437855
all_feature_table_2025sp17_with_talks,VILLAGER,Wait,0.3584905660377358,0.03773584905660377,-0.615908232459604,212,212,0.615908232459604
all_feature_table_2025sp17_with_talks,POSSESSED,Vote_recepient_id_Sus,1.2916666666666667,2.4,0.6140572476248295,24,5,0.6140572476248295
all_feature_table_2025sp17_with_talks,SEER,Fact,0.32075471698113206,0.03773584905660377,-0.6117755174729437,106,106,0.6117755174729437
all_feature_table_2025sp17_with_talks,POSSESSED,Mt,5.169811320754717,1.2735849056603774,-0.6082760973075855,106,106,0.6082760973075855
all_feature_table_2025sp17_with_talks,SEER,day1_vote_id_Sus,1.5754716981132075,0.6320754716981132,-0.6062310289418067,106,106,0.6062310289418067
all_feature_table_2025sp17_with_talks,SEER,ReqListen,0.5471698113207547,0.03773584905660377,-0.6025430611397155,106,106,0.6025430611397155
all_feature_table_2025sp17_with_talks,VILLAGER,Agr_id_contradiction,0.15151515151515152,0.0,-0.593069643238972,66,17,0.593069643238972
all_feature_table_2025sp17_with_talks,SEER,Agr_id_confused,0.2413793103448276,0.0,-0.591985640639079,29,5,0.591985640639079
all_feature_table_2025sp17_with_talks,VILLAGER,Fact_recepient_id_calm,2.4516129032258065,0.8888888888888888,-0.5909984783831529,31,9,0.5909984783831529
all_feature_table_2025sp17_with_talks,VILLAGER,Vote_recepient_id_ReqListen,0.4838709677419355,0.10526315789473684,-0.589796765406711,31,19,0.589796765406711
all_feature_table_2025sp17_with_talks,VILLAGER,day1_vote_id_Wait,0.41706161137440756,0.03317535545023697,-0.5895712259362221,211,211,0.5895712259362221
all_feature_table_2025sp17_with_talks,POSSESSED,Sus_recepient_id_Sus,1.6923076923076923,0.8421052631578947,-0.584974182335005,65,19,0.584974182335005
all_feature_table_2025sp17_with_talks,WEREWOLF,day1_vote_id_Wait,0.3113207547169811,0.018867924528301886,-0.5838574415056182,106,106,0.5838574415056182
all_feature_table_2025sp17_with_talks,POSSESSED,Est_id_difficult,0.1891891891891892,0.0,-0.5794343749719416,37,12,0.5794343749719416
all_feature_table_2025sp17_with_talks,WEREWOLF,Vote_recepient_id_contradiction,0.2222222222222222,0.0,-0.5731513024140634,18,17,0.5731513024140634
all_feature_table_2025sp17_with_talks,SEER,Dis_id_Wait,0.48148148148148145,0.0,-0.5728056669923843,27,8,0.5728056669923843
all_feature_table_2025sp17_with_talks,WEREWOLF,day1_vote_id_ReqListen,0.7075471698113207,0.08490566037735849,-0.5727607411468195,106,106,0.5727607411468195
all_feature_table_2025sp17_with_talks,SEER,Sus_recepient_id_confused,0.2602739726027397,0.0,-0.5697116564424235,73,14,0.5697116564424235
all_feature_table_2025sp17_with_talks,POSSESSED,day1_vote_id_Req(T),1.5865384615384615,0.4807692307692308,-0.5671090404607981,104,104,0.5671090404607981
all_feature_table_2025sp17_with_talks,POSSESSED,calm,1.8018867924528301,0.5943396226415094,-0.567028540215732,106,106,0.567028540215732
all_feature_table_2025sp17_with_talks,WEREWOLF,day1_vote_id_Fact,0.3867924528301887,0.04716981132075472,-0.5648969129174183,106,106,0.5648969129174183
all_feature_table_2025sp17_with_talks,POSSESSED,day1_vote_id_Wait,0.3557692307692308,0.057692307692307696,-0.5642406324857533,104,104,0.5642406324857533
all_feature_table_2025sp17_with_talks,WEREWOLF,Dis_id_calm,1.4074074074074074,2.9130434782608696,0.5625505757419984,27,23,0.5625505757419984
all_feature_table_2025sp17_with_talks,SEER,difficult,0.19811320754716982,0.009433962264150943,-0.5601057579515946,106,106,0.5601057579515946
all_feature_table_2025sp17_with_talks,VILLAGER,day1_vote_id_Req(T),1.4549763033175356,0.4312796208530806,-0.5582991047343943,211,211,0.5582991047343943
all_feature_table_2025sp17_with_talks,VILLAGER,calm,2.6462264150943398,0.9952830188679245,-0.5528338487283373,212,212,0.5528338487283373
all_feature_table_2025sp17_with_talks,WEREWOLF,Agr_id_Wait,0.4864864864864865,0.14285714285714285,-0.5522985054350447,37,21,0.5522985054350447
all_feature_table_2025sp17_with_talks,WEREWOLF,Wait,0.4528301886792453,0.10377358490566038,-0.5450631669712148,106,106,0.5450631669712148
all_feature_table_2025sp17_with_talks,POSSESSED,Agr_id_Vote,0.2,0.45454545454545453,0.5430668744215982,25,11,0.5430668744215982
all_feature_table_2025sp17_with_talks,SEER,Dis_id_Fact,0.18518518518518517,0.0,-0.5418360168870516,27,8,0.5418360168870516
all_feature_table_2025sp17_with_talks,WEREWOLF,Fact_recepient_id_difficult,0.4,0.0,-0.535891301645667,15,7,0.535891301645667
all_feature_table_2025sp17_with_talks,WEREWOLF,Fact_recepient_id_contradiction,0.13333333333333333,0.0,-0.5358913016456669,15,7,0.5358913016456669
all_feature_table_2025sp17_with_talks,WEREWOLF,Fact_recepient_id_IF,0.0,0.5714285714285714,0.5345224838248486,15,7,0.5345224838248486
all_feature_table_2025sp17_with_talks,SEER,Est_id_Fact,0.1836734693877551,0.0,-0.5342477356782852,49,9,0.5342477356782852
all_feature_table_2025sp17_with_talks,VILLAGER,Mt,4.089622641509434,1.4245283018867925,-0.5304833932099247,212,212,0.5304833932099247
all_feature_table_2025sp17_with_talks,SEER,Dis_id_Sus,1.5185185185185186,2.625,0.5271102171424045,27,8,0.5271102171424045
all_feature_table_2025sp17_with_talks,SEER,Agr_id_Fact,0.1724137931034483,0.0,-0.5207808639462623,29,5,0.5207808639462623
all_feature_table_2025sp17_with_talks,SEER,Dis_id_Req(T),1.0,1.75,0.5193869904510532,27,8,0.5193869904510532
all_feature_table_2025sp17_with_talks,POSSESSED,Wait,0.3867924528301887,0.04716981132075472,-0.5190542664930823,106,106,0.5190542664930823
all_feature_table_2025sp17_with_talks,POSSESSED,Sus_recepient_id_Pers,3.0923076923076924,0.631578947368421,-0.518922458060927,65,19,0.518922458060927
all_feature_table_2025sp17_with_talks,SEER,Est_id_Mt,4.489795918367347,1.8888888888888888,-0.5185013498603713,49,9,0.5185013498603713
all_feature_table_2025sp17_with_talks,WEREWOLF,day1_vote_id_confused,0.18867924528301888,0.009433962264150943,-0.5172623116048954,106,106,0.5172623116048954
all_feature_table_2025sp17_with_talks,SEER,day1_vote_id_Mt,4.943396226415095,1.669811320754717,-0.5162763051892675,106,106,0.5162763051892675
all_feature_table_2025sp17_with_talks,VILLAGER,Vote_recepient_id_Pers,2.064516129032258,0.8947368421052632,-0.5155886426927969,31,19,0.5155886426927969
all_feature_table_2025sp17_with_talks,SEER,Est_id_calm,2.8979591836734695,1.1111111111111112,-0.5101327495746474,49,9,0.5101327495746474
all_feature_table_2025sp17_with_talks,POSSESSED,Dis_id_Vote,0.3333333333333333,0.1,-0.5098793307727332,24,10,0.5098793307727332
all_feature_table_2025sp17_with_talks,WEREWOLF,Est_id_contradiction,0.20512820512820512,0.0,-0.5086756638075985,39,22,0.5086756638075985
all_feature_table_2025sp17_with_talks,VILLAGER,Agr_id_ReqDiscuss,5.0,3.235294117647059,-0.5074097831170195,66,17,0.5074097831170195
all_feature_table_2025sp17_with_talks,SEER,day1_vote_id_confused,0.3490566037735849,0.04716981132075472,-0.5056623224357427,106,106,0.5056623224357427
all_feature_table_2025sp17_with_talks,SEER,Est_id_ReqDiscuss,4.448979591836735,2.7777777777777777,-0.5054549366252943,49,9,0.5054549366252943
all_feature_table_2025sp17_with_talks,VILLAGER,difficult,0.44339622641509435,0.09905660377358491,-0.5036688643202706,212,212,0.5036688643202706
all_feature_table_2025sp17_with_talks,SEER,Wait,0.27358490566037735,0.02830188679245283,-0.5027754758615014,106,106,0.5027754758615014
all_feature_table_2025sp17_with_talks,POSSESSED,Agr_id_ReqListen,0.8,0.18181818181818182,-0.5022132831956775,25,11,0.5022132831956775
all_feature_table_2025sp17_with_talks,WEREWOLF,Fact_recepient_id_ReqListen,0.4666666666666667,0.14285714285714285,-0.5002164033860247,15,7,0.5002164033860247
all_feature_table_2025sp17_with_talks,VILLAGER,day1_vote_id_difficult,0.3175355450236967,0.05687203791469194,-0.49805285417880774,211,211,0.49805285417880774
all_feature_table_2025sp17_with_talks,SEER,day1_vote_id_calm,3.0943396226415096,1.0943396226415094,-0.4952968724247316,106,106,0.4952968724247316
all_feature_table_2025sp17_with_talks,WEREWOLF,Dis_id_Mt,4.222222222222222,2.0434782608695654,-0.49477052558935686,27,23,0.49477052558935686
all_feature_table_2025sp17_with_talks,POSSESSED,day1_vote_id_Fact,0.3076923076923077,0.038461538461538464,-0.49075242859606294,104,104,0.49075242859606294
all_feature_table_2025sp17_with_talks,POSSESSED,Vote_recepient_id_Fact,0.16666666666666666,0.0,-0.48947250518628044,24,5,0.48947250518628044
all_feature_table_2025sp17_with_talks,WEREWOLF,Vote_recepient_id_Req(CO),0.2222222222222222,0.0,-0.485912657903775,18,17,0.485912657903775
all_feature_table_2025sp17_with_talks,WEREWOLF,Dis_id_difficult,0.4444444444444444,0.13043478260869565,-0.4855325395107697,27,23,0.4855325395107697
all_feature_table_2025sp17_with_talks,WEREWOLF,Fact_recepient_id_Req(T),1.2,0.7142857142857143,-0.4822816329082457,15,7,0.4822816329082457
all_feature_table_2025sp17_with_talks,SEER,Est_id_confused,0.2857142857142857,0.0,-0.48009602880960334,49,9,0.48009602880960334
all_feature_table_2025sp17_with_talks,POSSESSED,Sus_recepient_id_Mt,4.2615384615384615,1.9473684210526316,-0.4791562577149714,65,19,0.4791562577149714
all_feature_table_2025sp17_with_talks,VILLAGER,Agr_id_Pers,2.303030303030303,1.1176470588235294,-0.4791225770547835,66,17,0.4791225770547835
all_feature_table_2025sp17_with_talks,WEREWOLF,day1_vote_id_Pers,2.518867924528302,0.4339622641509434,-0.4778014964570722,106,106,0.4778014964570722
all_feature_table_2025sp17_with_talks,SEER,day1_vote_id_difficult,0.3490566037735849,0.08490566037735849,-0.4772942996875192,106,106,0.4772942996875192
all_feature_table_2025sp17_with_talks,SEER,day1_vote_id_Pers,2.047169811320755,0.7924528301886793,-0.47713633354474017,106,106,0.47713633354474017
all_feature_table_2025sp17_with_talks,POSSESSED,Agr_id_Req(T),1.32,0.8181818181818182,-0.47591512429252025,25,11,0.47591512429252025
all_feature_table_2025sp17_with_talks,SEER,Vote_recepient_id_ReqListen,0.5714285714285714,0.2,-0.4663335037641963,28,5,0.4663335037641963
all_feature_table_2025sp17_with_talks,POSSESSED,Agr_id_Req(V),0.12,0.5454545454545454,0.4661468651589146,25,11,0.4661468651589146
all_feature_table_2025sp17_with_talks,POSSESSED,Pers,2.0849056603773586,0.6981132075471698,-0.46590510725373013,106,106,0.46590510725373013
all_feature_table_2025sp17_with_talks,SEER,day1_vote_id_Wait,0.37735849056603776,0.07547169811320754,-0.4655526131460978,106,106,0.4655526131460978
all_feature_table_2025sp17_with_talks,WEREWOLF,Sus_recepient_id_confused,0.30434782608695654,0.06818181818181818,-0.46534001944006187,69,44,0.46534001944006187
all_feature_table_2025sp17_with_talks,VILLAGER,Vote_recepient_id_Mt,4.354838709677419,2.1052631578947367,-0.46121290562914924,31,19,0.46121290562914924
all_feature_table_2025sp17_with_talks,POSSESSED,Sus_recepient_id_Req(T),1.7692307692307692,0.7368421052631579,-0.46043136932788264,65,19,0.46043136932788264
all_feature_table_2025sp17_with_talks,POSSESSED,Agr_id_Mt,2.36,1.5454545454545454,-0.45727579625007064,25,11,0.45727579625007064
all_feature_table_2025sp17_with_talks,SEER,Vote_recepient_id_confused,0.14285714285714285,0.6,0.45702196784889015,28,5,0.45702196784889015
all_feature_table_2025sp17_with_talks,SEER,Sus_recepient_id_Mt,3.8493150684931505,1.7857142857142858,-0.4561229389675843,73,14,0.4561229389675843
all_feature_table_2025sp17_with_talks,POSSESSED,Vote_recepient_id_Req(V),0.041666666666666664,0.2,0.4554901364111149,24,5,0.4554901364111149
all_feature_table_2025sp17_with_talks,VILLAGER,Fact_recepient_id_IF,0.0967741935483871,0.0,-0.4553825555391872,31,9,0.4553825555391872
all_feature_table_2025sp17_with_talks,POSSESSED,Vote_recepient_id_Req(T),1.2083333333333333,0.6,-0.4546390706290874,24,5,0.4546390706290874
all_feature_table_2025sp17_with_talks,SEER,Est_id_Sus,1.653061224489796,2.6666666666666665,0.4518404568254927,49,9,0.4518404568254927
all_feature_table_2025sp17_with_talks,POSSESSED,Agr_id_difficult,0.6,0.2727272727272727,-0.45135374055085453,25,11,0.45135374055085453
all_feature_table_2025sp17_with_talks,POSSESSED,contradiction,0.18867924528301888,0.009433962264150943,-0.4506893578263877,106,106,0.4506893578263877
all_feature_table_2025sp17_with_talks,SEER,Dis_id_ReqListen,0.3333333333333333,0.125,-0.44790320823880825,27,8,0.44790320823880825
all_feature_table_2025sp17_with_talks,SEER,Est_id_Wait,0.46938775510204084,0.1111111111111111,-0.44749119013262406,49,9,0.44749119013262406
all_feature_table_2025sp17_with_talks,POSSESSED,Dis_id_IF,0.0,0.1,0.4472135954999579,24,10,0.4472135954999579
all_feature_table_2025sp17_with_talks,WEREWOLF,Fact_recepient_id_Sus,2.1333333333333333,1.1428571428571428,-0.44658437791889644,15,7,0.44658437791889644
all_feature_table_2025sp17_with_talks,WEREWOLF,Vote_recepient_id_ReqDiscuss,4.777777777777778,3.0588235294117645,-0.4458093395434692,18,17,0.4458093395434692
all_feature_table_2025sp17_with_talks,POSSESSED,Sus_recepient_id_ReqListen,0.9538461538461539,0.05263157894736842,-0.44363078626162067,65,19,0.44363078626162067
all_feature_table_2025sp17_with_talks,SEER,Vote,0.33962264150943394,0.08490566037735849,-0.4411530265799475,106,106,0.4411530265799475
all_feature_table_2025sp17_with_talks,VILLAGER,Fact_recepient_id_Req(V),0.06451612903225806,0.2222222222222222,0.440106188428483,31,9,0.440106188428483
all_feature_table_2025sp17_with_talks,SEER,day1_vote_id_Req(T),1.5754716981132075,0.6981132075471698,-0.4396654508299441,106,106,0.4396654508299441
all_feature_table_2025sp17_with_talks,WEREWOLF,Est_id_Fact,0.20512820512820512,0.045454545454545456,-0.4383038383818379,39,22,0.4383038383818379
all_feature_table_2025sp17_with_talks,WEREWOLF,day1_vote_id_Req(T),1.6886792452830188,0.5,-0.4362342250133618,106,106,0.4362342250133618
all_feature_table_2025sp17_with_talks,WEREWOLF,Mt,4.490566037735849,2.0754716981132075,-0.4338341673423634,106,106,0.4338341673423634
all_feature_table_2025sp17_with_talks,POSSESSED,Est_id_contradiction,0.24324324324324326,0.08333333333333333,-0.433200726547234,37,12,0.433200726547234
all_feature_table_2025sp17_with_talks,SEER,Est_id_ReqListen,0.5102040816326531,0.1111111111111111,-0.4329348556356486,49,9,0.4329348556356486
all_feature_table_2025sp17_with_talks,SEER,Vote_recepient_id_Vote,0.17857142857142858,0.4,0.43169514489440813,28,5,0.43169514489440813
all_feature_table_2025sp17_with_talks,WEREWOLF,Est_id_Req(T),1.0256410256410255,2.8636363636363638,0.4311020892427547,39,22,0.4311020892427547
all_feature_table_2025sp17_with_talks,VILLAGER,Dis_id_ReqDiscuss,4.3061224489795915,2.892857142857143,-0.4296441389697857,49,28,0.4296441389697857
all_feature_table_2025sp17_with_talks,SEER,Vote_recepient_id_calm,3.0,1.2,-0.4280459953968806,28,5,0.4280459953968806
all_feature_table_2025sp17_with_talks,VILLAGER,day1_vote_id_ReqListen,0.7677725118483413,0.06635071090047394,-0.4278742913044451,211,211,0.4278742913044451
all_feature_table_2025sp17_with_talks,VILLAGER,Agr_id_Wait,0.2878787878787879,0.058823529411764705,-0.4273112820524433,66,17,0.4273112820524433
all_feature_table_2025sp17_with_talks,VILLAGER,Dis_id_ReqListen,0.32653061224489793,0.10714285714285714,-0.4253628272918862,49,28,0.4253628272918862
all_feature_table_2025sp17_with_talks,SEER,day1_vote_id_ReqListen,0.839622641509434,0.1320754716981132,-0.4241317925342892,106,106,0.4241317925342892
all_feature_table_2025sp17_with_talks,WEREWOLF,Est_id_Req(V),0.02564102564102564,0.18181818181818182,0.41986498960928614,39,22,0.41986498960928614
all_feature_table_2025sp17_with_talks,WEREWOLF,Pers,1.8018867924528301,0.8113207547169812,-0.4194714314793777,106,106,0.4194714314793777
all_feature_table_2025sp17_with_talks,WEREWOLF,day1_vote_id_Vote,0.24528301886792453,0.03773584905660377,-0.41922021342038285,106,106,0.41922021342038285
all_feature_table_2025sp17_with_talks,WEREWOLF,Agr_id_Pers,2.3783783783783785,1.0952380952380953,-0.41729523168861143,37,21,0.41729523168861143
all_feature_table_2025sp17_with_talks,POSSESSED,day1_vote_id_confused,0.19230769230769232,0.038461538461538464,-0.4172931328801655,104,104,0.4172931328801655
all_feature_table_2025sp17_with_talks,SEER,Dis_id_Pers,1.1111111111111112,2.0,0.41691057414772226,27,8,0.41691057414772226
all_feature_table_2025sp17_with_talks,WEREWOLF,Vote_recepient_id_Pers,2.5555555555555554,1.3529411764705883,-0.41478206111259747,18,17,0.41478206111259747
