feature,f_score_all_days,f_score_day1_only,f_score_delta_day1_minus_all,f_score_ratio_day1_over_all
day1_vote_id_Req(T),0.22388022632185514,0.29436955439940815,0.07048932807755301,1.3148528519949019
Agr_id_Wait,0.6789975745412757,0.7291452111225527,0.050147636581276966,1.0738553985871022
Req(CO),0.16940555319851008,0.20642600882623843,0.03702045562772835,1.2185315340035878
day1_vote_id_ReqDiscuss,0.1574526994121128,0.17770774568831468,0.020255046276201893,1.1286421015529542
Sus_recepient_id_calm,0.7895693261638976,0.7962247174645997,0.006655391300702029,1.008429141142815
Vote_recepient_id_Req(CO),0.9782333882190472,0.9802922043297428,0.0020588161106956937,1.0021046267009341
Admiration,1.3349182763744427,1.3365126676602086,0.0015943912857658837,1.0011943737027122
Vote_recepient_id_Admiration,1.3339272457312545,1.3345238095238094,0.000596563792554905,1.0004472236353346
Sus_recepient_id_Admiration,1.3339272457312545,1.3345238095238094,0.000596563792554905,1.0004472236353346
day1_vote_id_Admiration,0.35724510895498657,0.35734778450749133,0.00010267555250476068,1.0002874092594793
Est_id_Req(CO),0.6671922307912025,0.6672619047619046,6.967397070212211e-05,1.0001044286299843
Fact_recepient_id_Req(CO),0.15386196266483976,0.1538778311599175,1.5868495077731026e-05,1.0001031346194977
seer_co_num,0.0,0.0,0.0,1.0
Agr_id_Admiration,0.5832684103134853,0.5832032701597918,-6.514015369352144e-05,0.9998883187355426
Agr_id_ReqListen,0.1056181607534628,0.03965053763440688,-0.06596762311905591,0.3754140194842664
Sus_recepient_id_Req(CO),2.131912845787491,2.06094501718213,-0.07096782860536077,0.9667116652013708
Sus_recepient_id_confused,0.2876927727249589,0.2045161109239929,-0.083176661800966,0.7108837294589648
Dis_id_contradiction,0.5450752588232259,0.4557939914163084,-0.08928126740691755,0.836203779573719
Fact_recepient_id_contradiction,0.49700103653494515,0.3875190258751904,-0.10948201065975477,0.7797147241326294
Sus_recepient_id_ReqListen,0.20581983174013074,0.08834071437221,-0.11747911736792074,0.42921381382983376
Dis_id_difficult,1.359170915392048,1.2350783440541,-0.12409257133794793,0.9086998037985137
Dis_id_Wait,0.7697939346265694,0.6271824374016254,-0.14261149722494404,0.8147406849745235
day1_vote_id_Mt,0.954214298135623,0.8083154478041024,-0.1458988503315206,0.8471005407656504
day1_vote_id_ReqListen,0.2673150188933132,0.11226282748945662,-0.1550521914038566,0.4199645367262239
Agr_id_calm,1.7407591161872717,1.5848771288943007,-0.1558819872929711,0.9104517185899643
Fact_recepient_id_Req(T),1.215290209139582,1.0406336713586595,-0.1746565377809226,0.8562840905623172
Est_id_IF,1.9250232904788516,1.7268292682926831,-0.19819402218616844,0.8970433121181038
Sus_recepient_id_contradiction,0.9713695745839737,0.7678715853759175,-0.20349798920805617,0.7905040529134175
Vote_recepient_id_Pers,1.7513022024922829,1.525443912677894,-0.22585828981438882,0.8710340857425958
Dis_id_IF,1.2167518206737713,0.9893774625689519,-0.22737435810481943,0.8131300450472785
Sus_recepient_id_Wait,0.5203143911055391,0.26915549217482265,-0.25115889893071647,0.5172939616097106
day1_vote_id_Wait,0.4979937613127282,0.24436411197296976,-0.25362964933975846,0.490697136120984
Vote_recepient_id_Vote,0.36601792066693456,0.1025399925926228,-0.26347792807431175,0.2801501990001766
Est_id_difficult,0.6241825231403663,0.350984305898008,-0.27319821724235827,0.5623103712834463
Dis_id_Req(T),2.163142286137983,1.8684469244054756,-0.29469536173250765,0.8637651515183432
ReqListen,1.1749288648180591,0.8200771584696502,-0.3548517063484089,0.6979802635954995
day1_vote_id_Vote,1.1603461618649458,0.7804001107200098,-0.37994605114493596,0.6725580147506736
Vote_recepient_id_Req(V),1.201825621655647,0.8192835234692096,-0.3825420981864375,0.6816991658564053
Est_id_Pers,0.507594020893654,0.122953617743957,-0.38464040314969705,0.24222826400764233
day1_vote_id_IF,0.9460056878010774,0.5076629722321554,-0.438342715568922,0.5366383936607646
Est_id_Fact,0.7307692861410466,0.2805493667022725,-0.45021991943877415,0.38390963145133294
day1_vote_id_Req(CO),0.8560371365746404,0.3898161947342276,-0.46622094184041285,0.4553729956607617
day1_vote_id_difficult,0.6713750231110639,0.18980729415512188,-0.481567728955942,0.2827142630252545
day1_vote_id_Req(V),0.6901903596480647,0.19988178562808484,-0.4903085740199799,0.28960385137862954
Vote_recepient_id_Sus,0.9858111619317584,0.45825906341285794,-0.5275520985189005,0.4648548136237532
Vote_recepient_id_IF,1.1187627697493023,0.5743808710503843,-0.5443818986989181,0.5134072093458089
Sus_recepient_id_Req(T),1.532167606871271,0.9506964478784866,-0.5814711589927845,0.6204911551415344
Vote_recepient_id_Mt,1.6161938792725385,0.994068575080342,-0.6221253041921966,0.615067652596675
Est_id_Wait,1.8118649444822137,1.1839395068559138,-0.6279254376262999,0.6534369522452556
IF,1.1880924864458196,0.5492998269235091,-0.6387926595223105,0.4623375989056228
Agr_id_Mt,2.0127840382927227,1.3299356054587426,-0.6828484328339801,0.6607443126019978
Wait,3.361199859545116,2.674087100317151,-0.6871127592279649,0.7955751553802191
Dis_id_confused,1.201872909698998,0.49797379991840657,-0.7038991097805913,0.41433149585573875
contradiction,2.4470474597923744,1.731938200242636,-0.7151092595497384,0.7077664937000527
Agr_id_IF,2.66492507861335,1.9393080078473333,-0.7256170707660166,0.727715770954696
Dis_id_ReqListen,3.0776901619778356,2.2691622103386804,-0.8085279516391553,0.7372939091253878
Sus_recepient_id_Vote,1.9518809523809542,1.0898752140512487,-0.8620057383297055,0.5583717660461922
Vote_recepient_id_Req(T),2.2115447734570166,1.2951906923120013,-0.9163540811450153,0.5856497721733893
Vote_recepient_id_Fact,1.089267757544577,0.15308398452317742,-0.9361837730213997,0.140538434487146
Dis_id_calm,1.201628003863093,0.2364741336012077,-0.9651538702618854,0.19679479310084008
Vote_recepient_id_confused,1.5304566678311562,0.555150369169818,-0.9753062986613382,0.362735111340198
Sus_recepient_id_Pers,2.0249880139439433,1.0171783391313358,-1.0078096748126075,0.5023132643871445
Sus_recepient_id_IF,2.1261012966627653,1.1150610876851559,-1.0110402089776094,0.5244628230606645
Dis_id_Fact,1.7832704552648915,0.6958126146773349,-1.0874578405875566,0.3901890558624143
Est_id_ReqListen,1.3879443921831613,0.2916979031907313,-1.09624648899243,0.21016541125379015
Dis_id_ReqDiscuss,2.4556753724051488,1.3500127288388024,-1.1056626435663464,0.5497521148191565
Agr_id_Fact,2.777296760350069,1.6419009403974596,-1.1353958199526093,0.5911867122904493
Fact_recepient_id_Req(V),2.5788138190287455,1.439535519125683,-1.1392782999030626,0.5582161492021307
Sus_recepient_id_Mt,1.1637988723074368,0.023872904066629036,-1.1399259682408078,0.020512913024897394
Vote_recepient_id_contradiction,2.8900017388280297,1.7438423645320187,-1.146159374296011,0.6034052995538288
Fact_recepient_id_Fact,1.8227366460453678,0.6666666666666676,-1.1560699793787002,0.3657504054397137
Dis_id_Vote,1.4623030303030293,0.19155063740985426,-1.270752392893175,0.1309924374834724
Agr_id_Vote,5.405463101478028,4.067322143873937,-1.3381409576040912,0.7524465652183164
day1_vote_id_Sus,3.4686511520282766,2.1091906227163366,-1.35946052931194,0.6080722824706444
Agr_id_ReqDiscuss,2.1063757786365693,0.6388151807428152,-1.4675605978937543,0.30327693088696417
confused,4.557527076998645,3.0497132679623373,-1.5078138090363078,0.6691596597823316
Sus_recepient_id_Req(V),4.689416418990276,3.1582959605786645,-1.5311204584116114,0.673494456179094
Agr_id_Pers,3.198801144741683,1.5885377297576542,-1.610263414984029,0.4966040895891112
Vote,3.458748284751328,1.844616831217685,-1.6141314535336428,0.5333191894353154
day1_vote_id_calm,2.827095828471846,1.1768518477855099,-1.6502439806863363,0.4162758957503636
Dis_id_Req(V),3.0506704542465615,1.2460049133295579,-1.8046655409170036,0.4084364183573716
Sus_recepient_id_Sus,1.9291673679613375,0.01610256052965271,-1.9130648074316847,0.00834689710635232
Agr_id_Sus,3.163690218899007,1.0877346891303559,-2.0759555297686507,0.34381833065978223
Dis_id_Pers,4.4091620933902576,2.2158541347433927,-2.193307958646865,0.5025567416908093
Dis_id_Mt,4.738896406300784,2.5286723077324043,-2.2102240985683794,0.5335994061479611
difficult,4.934941050375125,2.710351153039828,-2.2245898973352967,0.5492165206886487
Agr_id_Req(V),4.0787693803827,1.819428485712144,-2.2593408946705558,0.44607290008030787
Agr_id_Req(T),3.8528790387817082,1.290381855696743,-2.5624971830849654,0.33491366932968963
Sus_recepient_id_Fact,4.123694381222609,1.1919827704944714,-2.9317116107281374,0.28905701077973944
Dis_id_Sus,3.738528490052452,0.6520759555669302,-3.086452534485522,0.17442048606224772
Mt,6.064573060432927,2.2013118205021662,-3.863261239930761,0.3629788608700583
ReqDiscuss,7.001764146775062,2.718134005021833,-4.283630141753228,0.3882070216383352
calm,7.912459268824981,3.3020789647353905,-4.61038030408959,0.4173265040779705
Exe,5.264910463948404,0.6190927021696255,-4.645817761778778,0.11758845801676755
Sus,7.6747195110383,1.2122369152953179,-6.462482595742983,0.1579519504776487
Req(T),8.279118683447027,1.4977130843764832,-6.781405599070544,0.18090247796423725
Tally,,,,
Atk,,,,
XOR,,,,
day1_vote_id_XOR,,,,
Sus_recepient_id_XOR,,,,
Vote_recepient_id_XOR,,,,
Fact_recepient_id_Admiration,,,,
Fact_recepient_id_XOR,,,,
Est_id_Admiration,,,,
Est_id_XOR,,,,
Agr_id_XOR,,,,
Dis_id_Admiration,,,,
Dis_id_XOR,,,,
