dataset_tag,feature,f_score_all_days,f_score_day1_only,f_score_delta_day1_minus_all,f_score_ratio_day1_over_all
all_feature_table_2025sp17_with_talks,IF,0.6893439482310864,0.44532108439160417,-0.24402286383948218,0.6460070997770095
all_feature_table_2025sp17_with_talks,day1_vote_id_Req(V),0.9842639140910846,0.7394104568600728,-0.24485345723101182,0.7512319069338705
all_feature_table_2025sp17_with_talks,Pers,0.3965770208859937,0.14187184007149495,-0.2547051808144988,0.3577409512956594
all_feature_table_2025sp17_with_talks,Dis_id_Fact,0.7135723114956746,0.4570601013758145,-0.2565122101198601,0.6405238745562806
all_feature_table_2025sp17_with_talks,Est_id_ReqDiscuss,1.4618424009643118,1.195347682283653,-0.26649471868065877,0.8176994193610997
all_feature_table_2025sp17_with_talks,Est_id_difficult,0.5553973446218979,0.26657809924471526,-0.2888192453771827,0.47997726734941165
all_feature_table_2025sp17_with_talks,day1_vote_id_difficult,0.41601313516988103,0.11106140137168573,-0.3049517337981953,0.26696609485507505
all_feature_table_2025sp17_with_talks,Fact_recepient_id_Fact,0.6382238667900086,0.3171859296482409,-0.32103793714176776,0.496982245033498
all_feature_table_2025sp17_with_talks,Dis_id_contradiction,1.0014498700588148,0.6743589743589743,-0.3270908956998405,0.6733826573325998
all_feature_table_2025sp17_with_talks,Sus_recepient_id_Req(T),1.2477309325498052,0.8787962727964881,-0.3689346597533171,0.7043155300288221
all_feature_table_2025sp17_with_talks,Est_id_Wait,1.725726215758972,1.3455696313198868,-0.38015658443908507,0.7797121114883192
all_feature_table_2025sp17_with_talks,Agr_id_Wait,1.0996147650066534,0.716993636329405,-0.3826211286772484,0.6520407505377812
all_feature_table_2025sp17_with_talks,ReqListen,1.2178591592348549,0.8029287506230975,-0.41493040861175734,0.6592952435224602
all_feature_table_2025sp17_with_talks,day1_vote_id_Sus,3.1936967856852934,2.757131292038335,-0.4365654936469583,0.8633040257713177
all_feature_table_2025sp17_with_talks,Est_id_Pers,0.5334147341709657,0.07989548932753632,-0.4535192448434294,0.14978118349491953
all_feature_table_2025sp17_with_talks,Sus_recepient_id_Req(V),1.0308425334108084,0.5749525175394393,-0.4558900158713691,0.5577500921302795
all_feature_table_2025sp17_with_talks,Dis_id_Mt,1.5454916311529505,1.0666506667862254,-0.4788409643667251,0.6901691640350879
all_feature_table_2025sp17_with_talks,Dis_id_confused,1.4716115981119362,0.9920605341916541,-0.47955106392028213,0.6741320439376302
all_feature_table_2025sp17_with_talks,Sus_recepient_id_Pers,1.1749684597699832,0.6949552274511774,-0.48001323231880577,0.5914671343567448
all_feature_table_2025sp17_with_talks,Vote_recepient_id_Req(T),1.0238369470024709,0.5346352225885347,-0.48920172441393617,0.522187858751943
all_feature_table_2025sp17_with_talks,Vote_recepient_id_confused,2.3857353955275333,1.889978090766823,-0.4957573047607102,0.79219937572193
all_feature_table_2025sp17_with_talks,Est_id_Sus,1.5825531828378225,1.0827280842284537,-0.49982509860936886,0.6841653704191782
all_feature_table_2025sp17_with_talks,Est_id_Req(CO),1.1705463182897862,0.6679365079365082,-0.502609810353278,0.570619460271995
all_feature_table_2025sp17_with_talks,Est_id_Req(T),1.2320187693292024,0.7190422671228901,-0.5129765022063123,0.583629312669285
all_feature_table_2025sp17_with_talks,Est_id_IF,1.9027027027027026,1.3461292386436339,-0.5565734640590687,0.7074826965999659
all_feature_table_2025sp17_with_talks,contradiction,2.797591605023223,2.212736701042941,-0.5848549039802817,0.7909434305132002
all_feature_table_2025sp17_with_talks,Sus_recepient_id_Fact,1.0875081958614168,0.5022184779556289,-0.5852897179057879,0.46180661479614343
all_feature_table_2025sp17_with_talks,Wait,1.72221351389549,0.9992149205768088,-0.7229985933186811,0.5801922426775548
all_feature_table_2025sp17_with_talks,Fact_recepient_id_Vote,2.63202929273463,1.8761783439490443,-0.7558509487855858,0.7128257840500337
all_feature_table_2025sp17_with_talks,day1_vote_id_Mt,2.067090946581567,1.2344280587068737,-0.8326628878746931,0.5971813001992567
all_feature_table_2025sp17_with_talks,Dis_id_ReqListen,3.24232358242063,2.3798052434456927,-0.8625183389749371,0.7339814127789842
all_feature_table_2025sp17_with_talks,Dis_id_calm,1.2100836164502538,0.23491276207675513,-0.9751708543734986,0.19412936402836006
all_feature_table_2025sp17_with_talks,confused,2.7590062216385087,1.7181379955392486,-1.04086822609926,0.6227379925573887
all_feature_table_2025sp17_with_talks,Agr_id_Fact,2.306936100491535,1.2281672740749887,-1.0787688264165463,0.5323802745472339
all_feature_table_2025sp17_with_talks,Dis_id_Pers,2.3102523931188492,1.2249736018026962,-1.085278791316153,0.5302336688065253
all_feature_table_2025sp17_with_talks,Est_id_ReqListen,1.4302433698524943,0.29060188373057566,-1.1396414861219186,0.2031835215270831
all_feature_table_2025sp17_with_talks,Sus_recepient_id_Sus,1.2969399968050643,0.15060113145133322,-1.1463388653537312,0.11612035460870196
all_feature_table_2025sp17_with_talks,Req(V),4.856013160552976,3.6850588396904596,-1.1709543208625166,0.7588650850180069
all_feature_table_2025sp17_with_talks,Fact_recepient_id_Req(V),2.4100900900900903,1.2138461538461536,-1.1962439362439368,0.503651776061669
all_feature_table_2025sp17_with_talks,Sus_recepient_id_IF,2.229742254222358,1.0144072603516727,-1.2153349938706854,0.45494373126570736
all_feature_table_2025sp17_with_talks,Agr_id_ReqDiscuss,1.9306552490373645,0.6727176658054491,-1.2579375832319153,0.34844007846166725
all_feature_table_2025sp17_with_talks,Sus_recepient_id_Vote,1.8032771147426498,0.44857248794957455,-1.3547046267930754,0.2487540517392067
all_feature_table_2025sp17_with_talks,Agr_id_Sus,2.0238658264875107,0.6615732208860342,-1.3622926056014766,0.3268859095799505
all_feature_table_2025sp17_with_talks,Agr_id_Req(V),3.153920000000001,1.7863885546196014,-1.3675314453803997,0.5664026211993958
all_feature_table_2025sp17_with_talks,Dis_id_ReqDiscuss,2.425164969441941,1.056935400328088,-1.368229569113853,0.43582000161229495
all_feature_table_2025sp17_with_talks,Dis_id_Vote,1.828571428571431,0.3602190337561515,-1.4683523948152795,0.19699478452453859
all_feature_table_2025sp17_with_talks,Agr_id_Req(T),2.8652756464579356,1.2810271469182495,-1.5842484995396862,0.4470868794263383
all_feature_table_2025sp17_with_talks,day1_vote_id_calm,3.4855157945085473,1.7329442123739311,-1.7525715821346162,0.49718443841425464
all_feature_table_2025sp17_with_talks,Dis_id_Sus,2.5096742429570833,0.7535941823386973,-1.756080060618386,0.3002756971958565
all_feature_table_2025sp17_with_talks,Mt,3.894889975433275,2.0521035650970556,-1.8427864103362195,0.5268707405122285
all_feature_table_2025sp17_with_talks,difficult,4.787156091554778,2.5418508721254285,-2.24530521942935,0.5309730503834292
all_feature_table_2025sp17_with_talks,Exe,2.9428351072034546,0.49857819905213263,-2.444256908151322,0.169421045257444
all_feature_table_2025sp17_with_talks,Sus,4.06933688124301,1.3684701330588582,-2.7008667481841515,0.3362882390077669
all_feature_table_2025sp17_with_talks,Req(T),3.7169509191429104,0.4109432207660384,-3.306007698376872,0.11055922733309546
all_feature_table_2025sp17_with_talks,ReqDiscuss,5.729969732819496,2.193128655338803,-3.5368410774806933,0.38274698789323314
all_feature_table_2025sp17_with_talks,calm,7.59467931332592,3.764602240078982,-3.830077073246938,0.49568942746243083
all_feature_table_2025sp17_with_talks,Tally,,,,
all_feature_table_2025sp17_with_talks,Atk,,,,
all_feature_table_2025sp17_with_talks,XOR,,,,
all_feature_table_2025sp17_with_talks,day1_vote_id_XOR,,,,
all_feature_table_2025sp17_with_talks,Sus_recepient_id_XOR,,,,
all_feature_table_2025sp17_with_talks,Vote_recepient_id_XOR,,,,
all_feature_table_2025sp17_with_talks,Fact_recepient_id_Admiration,,,,
all_feature_table_2025sp17_with_talks,Fact_recepient_id_XOR,,,,
all_feature_table_2025sp17_with_talks,Est_id_Admiration,,,,
all_feature_table_2025sp17_with_talks,Est_id_XOR,,,,
all_feature_table_2025sp17_with_talks,Agr_id_XOR,,,,
all_feature_table_2025sp17_with_talks,Dis_id_Admiration,,,,
all_feature_table_2025sp17_with_talks,Dis_id_XOR,,,,
all_feature_table_2025summer_with_talks2,Est_id_Sus,0.9094027407149561,4.077980331014632,3.168577590299676,4.484240199588971
all_feature_table_2025summer_with_talks2,Est_id_Req(V),0.32846829784850873,3.031180098962923,2.7027118011144147,9.228227231027
all_feature_table_2025summer_with_talks2,Req(V),5.033912874479483,7.229607459422124,2.1956945849426406,1.4361804900593356
all_feature_table_2025summer_with_talks2,Est_id_Mt,1.225547882435291,3.2327596592375882,2.007211776802297,2.637807713539475
all_feature_table_2025summer_with_talks2,Fact_recepient_id_Pers,0.21837598968882266,1.3173252279635252,1.0989492382747026,6.032372079038042
all_feature_table_2025summer_with_talks2,Agr_id_difficult,1.035940912010276,2.0438623523369284,1.0079214403266523,1.972952634332972
all_feature_table_2025summer_with_talks2,Agr_id_Req(CO),0.3829297395943005,1.3355932203389829,0.9526634807446823,3.487828391877227
all_feature_table_2025summer_with_talks2,Req(CO),0.4568650830046777,1.3355932203389829,0.8787281373343052,2.9233865053371164
all_feature_table_2025summer_with_talks2,Est_id_Pers,0.1216659827656951,0.9886249581799933,0.8669589754142982,8.12573020478667
all_feature_table_2025summer_with_talks2,Agr_id_Wait,1.0397245371103856,1.7936764531082843,0.7539519159978987,1.7251458327300273
all_feature_table_2025summer_with_talks2,Est_id_Fact,0.33502824858757047,1.0016949152542372,0.6666666666666667,2.989881950215699
all_feature_table_2025summer_with_talks2,ReqListen,0.3764697936716985,0.9907972177635092,0.6143274240918106,2.631810659942948
all_feature_table_2025summer_with_talks2,Sus_recepient_id_confused,0.3702943800178411,0.9418814032909032,0.5715870232730621,2.5436016655233082
all_feature_table_2025summer_with_talks2,Agr_id_ReqListen,0.9606620883958441,1.5089361702127657,0.5482740818169216,1.570725219480378
all_feature_table_2025summer_with_talks2,day1_vote_id_Req(CO),0.8076985713228217,1.3355932203389829,0.5278946490161611,1.6535787818691003
all_feature_table_2025summer_with_talks2,Sus_recepient_id_ReqDiscuss,0.952527209713089,1.453092213567905,0.500565003854816,1.525512550428957
all_feature_table_2025summer_with_talks2,Fact_recepient_id_Wait,0.8492008694540341,1.3355932203389829,0.4863923508849488,1.5727647813466021
all_feature_table_2025summer_with_talks2,Est_id_ReqDiscuss,1.159224735976351,1.6296617915904958,0.47043705561414484,1.4058204079057208
all_feature_table_2025summer_with_talks2,Vote_recepient_id_ReqDiscuss,0.6597993262709272,1.1145247463242902,0.454725420053363,1.6891874563349525
all_feature_table_2025summer_with_talks2,Est_id_Req(T),2.1978065331694165,2.6149388400539513,0.41713230688453473,1.1897948251583368
all_feature_table_2025summer_with_talks2,Est_id_confused,0.7637171089152882,1.1784646061814554,0.4147474972661672,1.543064299439581
all_feature_table_2025summer_with_talks2,Est_id_ReqListen,0.9543351438342383,1.3355932203389829,0.3812580765047445,1.39950124290033
all_feature_table_2025summer_with_talks2,Vote_recepient_id_Pers,1.3487560561449354,1.6914073118161426,0.34265125567120713,1.2540498364074344
all_feature_table_2025summer_with_talks2,Sus_recepient_id_difficult,0.19564039118652032,0.5360544217687074,0.3404140305821871,2.739998712830436
all_feature_table_2025summer_with_talks2,Vote_recepient_id_difficult,0.43354253374733015,0.7152568559289297,0.2817143221815996,1.6497962704992335
all_feature_table_2025summer_with_talks2,Fact,0.746539213494707,0.9898284313725497,0.24328921787784274,1.3258894015936087
all_feature_table_2025summer_with_talks2,day1_vote_id_calm,0.6676217115868929,0.9023153995116615,0.23469368792476863,1.3515369310194845
all_feature_table_2025summer_with_talks2,Agr_id_IF,0.7864832451499113,1.0059574468085102,0.21947420165859888,1.2790576947862473
all_feature_table_2025summer_with_talks2,Sus_recepient_id_IF,0.0892148566055474,0.2964344128230293,0.2072195562174819,3.322702314155764
all_feature_table_2025summer_with_talks2,Vote_recepient_id_ReqListen,0.22621387403076657,0.38899858956276434,0.16278471553199778,1.719605353605556
all_feature_table_2025summer_with_talks2,Sus_recepient_id_calm,0.13924621389539374,0.271136453008258,0.13189023911286427,1.9471728851799994
all_feature_table_2025summer_with_talks2,Sus_recepient_id_contradiction,1.428294067816013,1.4739904988123511,0.04569643099633813,1.0319937133353905
all_feature_table_2025summer_with_talks2,Vote_recepient_id_confused,0.8132195155805395,0.8494740131236325,0.036254497543092956,1.0445814405629827
all_feature_table_2025summer_with_talks2,day1_vote_id_ReqListen,0.6410057572553164,0.6700680272108842,0.02906226995556782,1.0453385474019286
all_feature_table_2025summer_with_talks2,Fact_recepient_id_Vote,0.28780974465446124,0.3098057354301574,0.02199599077569614,1.0764254550368981
all_feature_table_2025summer_with_talks2,Est_id_IF,1.0008438818565402,1.0016949152542372,0.0008510333976969875,1.0008503158307447
all_feature_table_2025summer_with_talks2,Agr_id_confused,1.0008438818565402,1.0016949152542372,0.0008510333976969875,1.0008503158307447
all_feature_table_2025summer_with_talks2,Fact_recepient_id_difficult,0.4993684210526316,0.4987341772151898,-0.0006342438374417614,0.998729908000921
all_feature_table_2025summer_with_talks2,day1_vote_id_confused,0.6672631757329275,0.6482452299030337,-0.0190179458298938,0.9714985833280806
all_feature_table_2025summer_with_talks2,day1_vote_id_contradiction,0.15074674292977386,0.09204672422549486,-0.058700018704279,0.6106050640030759
all_feature_table_2025summer_with_talks2,Dis_id_confused,0.128092789556479,0.06349717969379536,-0.06459560986268363,0.4957123692749751
all_feature_table_2025summer_with_talks2,Vote_recepient_id_IF,0.17912702008759984,0.09749027925061825,-0.0816367408369816,0.5442522276018973
all_feature_table_2025summer_with_talks2,Fact_recepient_id_Req(T),0.8849877270495825,0.801109057301294,-0.0838786697482885,0.9052205278222919
all_feature_table_2025summer_with_talks2,day1_vote_id_IF,0.26398617129596724,0.17578075207138324,-0.088205419224584,0.6658710626490967
all_feature_table_2025summer_with_talks2,Dis_id_IF,0.6544497914661537,0.536967632027257,-0.11748215943889673,0.8204871316465845
all_feature_table_2025summer_with_talks2,day1_vote_id_Req(V),0.8567371830008735,0.7142107779523242,-0.1425264050485493,0.8336404585791808
all_feature_table_2025summer_with_talks2,IF,0.7551281195039955,0.6052498135719615,-0.149878305932034,0.8015193688827259
all_feature_table_2025summer_with_talks2,Dis_id_Wait,1.5900210773642933,1.438567883729174,-0.15145319363511933,0.9047476818414734
all_feature_table_2025summer_with_talks2,contradiction,1.2560959279323154,1.0679478859881222,-0.1881480419441932,0.850212043833213
all_feature_table_2025summer_with_talks2,Sus_recepient_id_Vote,0.9493618354468825,0.7515709156193895,-0.19779091982749297,0.7916590785155713
all_feature_table_2025summer_with_talks2,Est_id_Wait,1.310943929101843,1.0978328173374612,-0.2131111117643818,0.8374368980465656
all_feature_table_2025summer_with_talks2,Vote_recepient_id_Wait,0.641669768942497,0.42410446444326716,-0.2175653044992299,0.6609388275861479
all_feature_table_2025summer_with_talks2,Dis_id_Fact,2.003405115299186,1.783598367147992,-0.21980674815119405,0.8902834247736999
all_feature_table_2025summer_with_talks2,Dis_id_ReqDiscuss,2.4759321218920936,2.250694032506823,-0.22523808938527035,0.909028972441226
all_feature_table_2025summer_with_talks2,Vote_recepient_id_Vote,0.42363090056443653,0.18703214981323937,-0.23659875075119716,0.44149789385652444
all_feature_table_2025summer_with_talks2,day1_vote_id_ReqDiscuss,1.6673915052806112,1.397432843177514,-0.26995866210309716,0.8380952157389334
all_feature_table_2025summer_with_talks2,Agr_id_Fact,0.9134788189987159,0.6061538461538459,-0.3073249728448699,0.6635663946260932
all_feature_table_2025summer_with_talks2,day1_vote_id_Wait,0.3416556768334303,0.017232832774456856,-0.3244228440589734,0.050439184513885044
all_feature_table_2025summer_with_talks2,day1_vote_id_Vote,1.1939310018965625,0.8602642296099674,-0.33366677228659514,0.7205309423433217
all_feature_table_2025summer_with_talks2,Dis_id_ReqListen,0.8381625441696106,0.5021240441801185,-0.3360384999894921,0.5990771695465211
all_feature_table_2025summer_with_talks2,Dis_id_contradiction,1.0220991074176669,0.6745525291828796,-0.3475465782347873,0.659967829565147
all_feature_table_2025summer_with_talks2,Dis_id_difficult,1.0389367165080803,0.6677966101694915,-0.37114010633858874,0.6427692850929563
all_feature_table_2025summer_with_talks2,Fact_recepient_id_confused,0.9606620883958444,0.5830866807610994,-0.37757540763474506,0.6069633518356071
all_feature_table_2025summer_with_talks2,Sus_recepient_id_Wait,1.0895154844649486,0.7105232841508262,-0.3789922003141224,0.6521461095595275
all_feature_table_2025summer_with_talks2,Fact_recepient_id_Req(V),0.8891617319498015,0.44645892351274763,-0.4427028084370539,0.5021121669638395
all_feature_table_2025summer_with_talks2,Fact_recepient_id_Sus,0.5096782518443711,0.04873824839188503,-0.4609400034524861,0.09562552280755665
all_feature_table_2025summer_with_talks2,Sus_recepient_id_ReqListen,1.2464706717795755,0.7687804878048781,-0.4776901839746974,0.6167658057213098
all_feature_table_2025summer_with_talks2,Agr_id_contradiction,1.3174292515207613,0.8362644026682836,-0.4811648488524777,0.6347698763088645
all_feature_table_2025summer_with_talks2,Est_id_difficult,0.8762005277044855,0.38252427184466004,-0.4936762558598255,0.43657160697020453
all_feature_table_2025summer_with_talks2,Vote_recepient_id_Req(T),1.4058031855784614,0.9065950984063513,-0.49920808717211007,0.6448947534490113
