source_file,dataset_tag,agent_name,role,fold
taged_1746464608_sunamelli_CamelliaDragons_osawalab_kanolab_GAIT.log,all_feature_table_2025sp17_with_talks,CamelliaDragons1,VILLAGER,5
taged_1746464608_sunamelli_CamelliaDragons_osawalab_kanolab_GAIT.log,all_feature_table_2025sp17_with_talks,osawalab1,WEREWOLF,5
taged_1746464608_sunamelli_CamelliaDragons_osawalab_kanolab_GAIT.log,all_feature_table_2025sp17_with_talks,kanolab1,POSSESSED,5
taged_1746464608_sunamelli_CamelliaDragons_osawalab_kanolab_GAIT.log,all_feature_table_2025sp17_with_talks,GAIT1,SEER,5
taged_1746465664_mille_sunamelli_CanisLupus_GAIT_CamelliaDragons.log,all_feature_table_2025sp17_with_talks,mille1,WEREWOLF,2
taged_1746465664_mille_sunamelli_CanisLupus_GAIT_CamelliaDragons.log,all_feature_table_2025sp17_with_talks,sunamelli1,POSSESSED,2
taged_1746465664_mille_sunamelli_CanisLupus_GAIT_CamelliaDragons.log,all_feature_table_2025sp17_with_talks,CanisLupus1,SEER,2
taged_1746465664_mille_sunamelli_CanisLupus_GAIT_CamelliaDragons.log,all_feature_table_2025sp17_with_talks,GAIT1,VILLAGER,2
taged_1746465664_mille_sunamelli_CanisLupus_GAIT_CamelliaDragons.log,all_feature_table_2025sp17_with_talks,CamelliaDragons1,VILLAGER,2
taged_1746469395_kanolab_osawalab_sunamelli_GAIT_ai168wolf.log,all_feature_table_2025sp17_with_talks,sunamelli1,VILLAGER,1
taged_1746469395_kanolab_osawalab_sunamelli_GAIT_ai168wolf.log,all_feature_table_2025sp17_with_talks,GAIT1,VILLAGER,1
taged_1746469395_kanolab_osawalab_sunamelli_GAIT_ai168wolf.log,all_feature_table_2025sp17_with_talks,ai168wolf1,WEREWOLF,1
taged_1746469395_kanolab_osawalab_sunamelli_GAIT_ai168wolf.log,all_feature_table_2025sp17_with_talks,kanolab1,POSSESSED,1
taged_1746469395_kanolab_osawalab_sunamelli_GAIT_ai168wolf.log,all_feature_table_2025sp17_with_talks,osawalab1,SEER,1
taged_1746471375_kanolab_GAIT_sunamelli_osawalab_mille.log,all_feature_table_2025sp17_with_talks,GAIT1,VILLAGER,5
taged_1746471375_kanolab_GAIT_sunamelli_osawalab_mille.log,all_feature_table_2025sp17_with_talks,sunamelli1,VILLAGER,5
taged_1746471375_kanolab_GAIT_sunamelli_osawalab_mille.log,all_feature_table_2025sp17_with_talks,osawalab1,WEREWOLF,5
taged_1746471375_kanolab_GAIT_sunamelli_osawalab_mille.log,all_feature_table_2025sp17_with_talks,mille1,POSSESSED,5
taged_1746471375_kanolab_GAIT_sunamelli_osawalab_mille.log,all_feature_table_2025sp17_with_talks,kanolab1,SEER,5
taged_1746472566_kanolab_sunamelli_osawalab_mille_GAIT.log,all_feature_table_2025sp17_with_talks,kanolab1,SEER,4
taged_1746472566_kanolab_sunamelli_osawalab_mille_GAIT.log,all_feature_table_2025sp17_with_talks,sunamelli1,VILLAGER,4
taged_1746472566_kanolab_sunamelli_osawalab_mille_GAIT.log,all_feature_table_2025sp17_with_talks,osawalab1,VILLAGER,4
taged_1746472566_kanolab_sunamelli_osawalab_mille_GAIT.log,all_feature_table_2025sp17_with_talks,mille1,WEREWOLF,4
taged_1746472566_kanolab_sunamelli_osawalab_mille_GAIT.log,all_feature_table_2025sp17_with_talks,GAIT1,POSSESSED,4
taged_1746473490_sunamelli_ai168wolf_CamelliaDragons_osawalab_GAIT.log,all_feature_table_2025sp17_with_talks,sunamelli1,POSSESSED,1
taged_1746473490_sunamelli_ai168wolf_CamelliaDragons_osawalab_GAIT.log,all_feature_table_2025sp17_with_talks,ai168wolf1,SEER,1
taged_1746473490_sunamelli_ai168wolf_CamelliaDragons_osawalab_GAIT.log,all_feature_table_2025sp17_with_talks,CamelliaDragons1,VILLAGER,1
taged_1746473490_sunamelli_ai168wolf_CamelliaDragons_osawalab_GAIT.log,all_feature_table_2025sp17_with_talks,osawalab1,VILLAGER,1
taged_1746473490_sunamelli_ai168wolf_CamelliaDragons_osawalab_GAIT.log,all_feature_table_2025sp17_with_talks,GAIT1,WEREWOLF,1
taged_1746474995_sunamelli_kanolab_GAIT_ai168wolf_mille.log,all_feature_table_2025sp17_with_talks,GAIT1,POSSESSED,1
taged_1746474995_sunamelli_kanolab_GAIT_ai168wolf_mille.log,all_feature_table_2025sp17_with_talks,ai168wolf1,SEER,1
taged_1746474995_sunamelli_kanolab_GAIT_ai168wolf_mille.log,all_feature_table_2025sp17_with_talks,mille1,VILLAGER,1
taged_1746474995_sunamelli_kanolab_GAIT_ai168wolf_mille.log,all_feature_table_2025sp17_with_talks,sunamelli1,VILLAGER,1
taged_1746474995_sunamelli_kanolab_GAIT_ai168wolf_mille.log,all_feature_table_2025sp17_with_talks,kanolab1,WEREWOLF,1
taged_1746480219_kanolab_mille_CanisLupus_osawalab_ai168wolf.log,all_feature_table_2025sp17_with_talks,kanolab1,POSSESSED,4
taged_1746480219_kanolab_mille_CanisLupus_osawalab_ai168wolf.log,all_feature_table_2025sp17_with_talks,mille1,SEER,4
taged_1746480219_kanolab_mille_CanisLupus_osawalab_ai168wolf.log,all_feature_table_2025sp17_with_talks,CanisLupus1,VILLAGER,4
taged_1746480219_kanolab_mille_CanisLupus_osawalab_ai168wolf.log,all_feature_table_2025sp17_with_talks,osawalab1,VILLAGER,4
taged_1746480219_kanolab_mille_CanisLupus_osawalab_ai168wolf.log,all_feature_table_2025sp17_with_talks,ai168wolf1,WEREWOLF,4
taged_1746482677_CamelliaDragons_mille_kanolab_sunamelli_CanisLupus.log,all_feature_table_2025sp17_with_talks,CamelliaDragons1,SEER,3
taged_1746482677_CamelliaDragons_mille_kanolab_sunamelli_CanisLupus.log,all_feature_table_2025sp17_with_talks,mille1,VILLAGER,3
taged_1746482677_CamelliaDragons_mille_kanolab_sunamelli_CanisLupus.log,all_feature_table_2025sp17_with_talks,kanolab1,VILLAGER,3
taged_1746482677_CamelliaDragons_mille_kanolab_sunamelli_CanisLupus.log,all_feature_table_2025sp17_with_talks,sunamelli1,WEREWOLF,3
taged_1746482677_CamelliaDragons_mille_kanolab_sunamelli_CanisLupus.log,all_feature_table_2025sp17_with_talks,CanisLupus1,POSSESSED,3
taged_1746485144_ai168wolf_mille_CanisLupus_osawalab_CamelliaDragons.log,all_feature_table_2025sp17_with_talks,CamelliaDragons1,POSSESSED,4
taged_1746485144_ai168wolf_mille_CanisLupus_osawalab_CamelliaDragons.log,all_feature_table_2025sp17_with_talks,ai168wolf1,SEER,4
taged_1746485144_ai168wolf_mille_CanisLupus_osawalab_CamelliaDragons.log,all_feature_table_2025sp17_with_talks,mille1,VILLAGER,4
taged_1746485144_ai168wolf_mille_CanisLupus_osawalab_CamelliaDragons.log,all_feature_table_2025sp17_with_talks,CanisLupus1,VILLAGER,4
taged_1746485144_ai168wolf_mille_CanisLupus_osawalab_CamelliaDragons.log,all_feature_table_2025sp17_with_talks,osawalab1,WEREWOLF,4
taged_1746488494_CamelliaDragons_osawalab_sunamelli_ai168wolf_GAIT.log,all_feature_table_2025sp17_with_talks,ai168wolf1,POSSESSED,2
taged_1746488494_CamelliaDragons_osawalab_sunamelli_ai168wolf_GAIT.log,all_feature_table_2025sp17_with_talks,GAIT1,SEER,2
taged_1746488494_CamelliaDragons_osawalab_sunamelli_ai168wolf_GAIT.log,all_feature_table_2025sp17_with_talks,CamelliaDragons1,VILLAGER,2
taged_1746488494_CamelliaDragons_osawalab_sunamelli_ai168wolf_GAIT.log,all_feature_table_2025sp17_with_talks,osawalab1,VILLAGER,2
taged_1746488494_CamelliaDragons_osawalab_sunamelli_ai168wolf_GAIT.log,all_feature_table_2025sp17_with_talks,sunamelli1,WEREWOLF,2
taged_1746511721_mille_CanisLupus_sunamelli_kanolab_ai168wolf.log,all_feature_table_2025sp17_with_talks,kanolab1,VILLAGER,2
taged_1746511721_mille_CanisLupus_sunamelli_kanolab_ai168wolf.log,all_feature_table_2025sp17_with_talks,ai168wolf1,VILLAGER,2
taged_1746511721_mille_CanisLupus_sunamelli_kanolab_ai168wolf.log,all_feature_table_2025sp17_with_talks,mille1,WEREWOLF,2
taged_1746511721_mille_CanisLupus_sunamelli_kanolab_ai168wolf.log,all_feature_table_2025sp17_with_talks,CanisLupus1,POSSESSED,2
taged_1746511721_mille_CanisLupus_sunamelli_kanolab_ai168wolf.log,all_feature_table_2025sp17_with_talks,sunamelli1,SEER,2
taged_1746527448_GPTaku_sunamelli_ai168wolf_osawalab_kanolab.log,all_feature_table_2025sp17_with_talks,osawalab1,POSSESSED,5
taged_1746527448_GPTaku_sunamelli_ai168wolf_osawalab_kanolab.log,all_feature_table_2025sp17_with_talks,kanolab1,SEER,5
taged_1746527448_GPTaku_sunamelli_ai168wolf_osawalab_kanolab.log,all_feature_table_2025sp17_with_talks,GPTaku1,VILLAGER,5
taged_1746527448_GPTaku_sunamelli_ai168wolf_osawalab_kanolab.log,all_feature_table_2025sp17_with_talks,sunamelli1,VILLAGER,5
taged_1746527448_GPTaku_sunamelli_ai168wolf_osawalab_kanolab.log,all_feature_table_2025sp17_with_talks,ai168wolf1,WEREWOLF,5
taged_1746528097_CamelliaDragons_kanolab_GPTaku_osawalab_mille.log,all_feature_table_2025sp17_with_talks,osawalab1,SEER,5
taged_1746528097_CamelliaDragons_kanolab_GPTaku_osawalab_mille.log,all_feature_table_2025sp17_with_talks,mille1,VILLAGER,5
taged_1746528097_CamelliaDragons_kanolab_GPTaku_osawalab_mille.log,all_feature_table_2025sp17_with_talks,CamelliaDragons1,VILLAGER,5
taged_1746528097_CamelliaDragons_kanolab_GPTaku_osawalab_mille.log,all_feature_table_2025sp17_with_talks,kanolab1,WEREWOLF,5
taged_1746528097_CamelliaDragons_kanolab_GPTaku_osawalab_mille.log,all_feature_table_2025sp17_with_talks,GPTaku1,POSSESSED,5
taged_1746528573_ai168wolf_GPTaku_CanisLupus_osawalab_kanolab.log,all_feature_table_2025sp17_with_talks,ai168wolf1,SEER,1
taged_1746528573_ai168wolf_GPTaku_CanisLupus_osawalab_kanolab.log,all_feature_table_2025sp17_with_talks,GPTaku1,VILLAGER,1
taged_1746528573_ai168wolf_GPTaku_CanisLupus_osawalab_kanolab.log,all_feature_table_2025sp17_with_talks,CanisLupus1,VILLAGER,1
taged_1746528573_ai168wolf_GPTaku_CanisLupus_osawalab_kanolab.log,all_feature_table_2025sp17_with_talks,osawalab1,WEREWOLF,1
taged_1746528573_ai168wolf_GPTaku_CanisLupus_osawalab_kanolab.log,all_feature_table_2025sp17_with_talks,kanolab1,POSSESSED,1
taged_1746529140_CamelliaDragons_sunamelli_osawalab_mille_GPTaku.log,all_feature_table_2025sp17_with_talks,mille1,POSSESSED,4
taged_1746529140_CamelliaDragons_sunamelli_osawalab_mille_GPTaku.log,all_feature_table_2025sp17_with_talks,GPTaku1,SEER,4
taged_1746529140_CamelliaDragons_sunamelli_osawalab_mille_GPTaku.log,all_feature_table_2025sp17_with_talks,CamelliaDragons1,VILLAGER,4
taged_1746529140_CamelliaDragons_sunamelli_osawalab_mille_GPTaku.log,all_feature_table_2025sp17_with_talks,sunamelli1,VILLAGER,4
taged_1746529140_CamelliaDragons_sunamelli_osawalab_mille_GPTaku.log,all_feature_table_2025sp17_with_talks,osawalab1,WEREWOLF,4
taged_1746529637_osawalab_ai168wolf_GPTaku_kanolab_CamelliaDragons.log,all_feature_table_2025sp17_with_talks,GPTaku1,WEREWOLF,1
taged_1746529637_osawalab_ai168wolf_GPTaku_kanolab_CamelliaDragons.log,all_feature_table_2025sp17_with_talks,kanolab1,POSSESSED,1
taged_1746529637_osawalab_ai168wolf_GPTaku_kanolab_CamelliaDragons.log,all_feature_table_2025sp17_with_talks,CamelliaDragons1,SEER,1
taged_1746529637_osawalab_ai168wolf_GPTaku_kanolab_CamelliaDragons.log,all_feature_table_2025sp17_with_talks,osawalab1,VILLAGER,1
taged_1746529637_osawalab_ai168wolf_GPTaku_kanolab_CamelliaDragons.log,all_feature_table_2025sp17_with_talks,ai168wolf1,VILLAGER,1
taged_1746530082_GPTaku_CanisLupus_ai168wolf_mille_sunamelli.log,all_feature_table_2025sp17_with_talks,GPTaku1,SEER,5
taged_1746530082_GPTaku_CanisLupus_ai168wolf_mille_sunamelli.log,all_feature_table_2025sp17_with_talks,CanisLupus1,VILLAGER,5
taged_1746530082_GPTaku_CanisLupus_ai168wolf_mille_sunamelli.log,all_feature_table_2025sp17_with_talks,ai168wolf1,VILLAGER,5
taged_1746530082_GPTaku_CanisLupus_ai168wolf_mille_sunamelli.log,all_feature_table_2025sp17_with_talks,mille1,WEREWOLF,5
taged_1746530082_GPTaku_CanisLupus_ai168wolf_mille_sunamelli.log,all_feature_table_2025sp17_with_talks,sunamelli1,POSSESSED,5
taged_1746531959_ai168wolf_osawalab_CamelliaDragons_GPTaku_CanisLupus.log,all_feature_table_2025sp17_with_talks,CamelliaDragons1,POSSESSED,4
taged_1746531959_ai168wolf_osawalab_CamelliaDragons_GPTaku_CanisLupus.log,all_feature_table_2025sp17_with_talks,GPTaku1,SEER,4
taged_1746531959_ai168wolf_osawalab_CamelliaDragons_GPTaku_CanisLupus.log,all_feature_table_2025sp17_with_talks,CanisLupus1,VILLAGER,4
taged_1746531959_ai168wolf_osawalab_CamelliaDragons_GPTaku_CanisLupus.log,all_feature_table_2025sp17_with_talks,ai168wolf1,VILLAGER,4
taged_1746531959_ai168wolf_osawalab_CamelliaDragons_GPTaku_CanisLupus.log,all_feature_table_2025sp17_with_talks,osawalab1,WEREWOLF,4
taged_1746533146_kanolab_osawalab_sunamelli_GPTaku_ai168wolf.log,all_feature_table_2025sp17_with_talks,ai168wolf1,WEREWOLF,1
taged_1746533146_kanolab_osawalab_sunamelli_GPTaku_ai168wolf.log,all_feature_table_2025sp17_with_talks,kanolab1,POSSESSED,1
taged_1746533146_kanolab_osawalab_sunamelli_GPTaku_ai168wolf.log,all_feature_table_2025sp17_with_talks,osawalab1,SEER,1
taged_1746533146_kanolab_osawalab_sunamelli_GPTaku_ai168wolf.log,all_feature_table_2025sp17_with_talks,sunamelli1,VILLAGER,1
taged_1746533146_kanolab_osawalab_sunamelli_GPTaku_ai168wolf.log,all_feature_table_2025sp17_with_talks,GPTaku1,VILLAGER,1
taged_1746535428_ai168wolf_sunamelli_mille_osawalab_GPTaku.log,all_feature_table_2025sp17_with_talks,ai168wolf1,WEREWOLF,1
taged_1746535428_ai168wolf_sunamelli_mille_osawalab_GPTaku.log,all_feature_table_2025sp17_with_talks,sunamelli1,POSSESSED,1
taged_1746535428_ai168wolf_sunamelli_mille_osawalab_GPTaku.log,all_feature_table_2025sp17_with_talks,mille1,SEER,1
taged_1746535428_ai168wolf_sunamelli_mille_osawalab_GPTaku.log,all_feature_table_2025sp17_with_talks,osawalab1,VILLAGER,1
taged_1746535428_ai168wolf_sunamelli_mille_osawalab_GPTaku.log,all_feature_table_2025sp17_with_talks,GPTaku1,VILLAGER,1
taged_1746536451_CamelliaDragons_kanolab_mille_GPTaku_ai168wolf.log,all_feature_table_2025sp17_with_talks,ai168wolf1,WEREWOLF,1
taged_1746536451_CamelliaDragons_kanolab_mille_GPTaku_ai168wolf.log,all_feature_table_2025sp17_with_talks,CamelliaDragons1,POSSESSED,1
taged_1746536451_CamelliaDragons_kanolab_mille_GPTaku_ai168wolf.log,all_feature_table_2025sp17_with_talks,kanolab1,SEER,1
taged_1746536451_CamelliaDragons_kanolab_mille_GPTaku_ai168wolf.log,all_feature_table_2025sp17_with_talks,mille1,VILLAGER,1
taged_1746536451_CamelliaDragons_kanolab_mille_GPTaku_ai168wolf.log,all_feature_table_2025sp17_with_talks,GPTaku1,VILLAGER,1
taged_1746538054_mille_sunamelli_osawalab_CanisLupus_GPTaku.log,all_feature_table_2025sp17_with_talks,CanisLupus1,WEREWOLF,2
